chemin, class, classe_LOC, classe_CLOC, classe_DC
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYStepAreaRenderer.java, XYStepAreaRenderer, 272, 565, 2.08
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYStepRenderer.java, XYStepRenderer, 152, 316, 2.08
, C:\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\YIntervalRenderer.java, YIntervalRenderer, 135, 277, 2.05
][C:\jfreechart-master\src\main\java\org\jfree\chart\swing\AbstractOverlay.java, AbstractOverlay, 69, 101, 1.46
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\ApplicationFrame.java, ApplicationFrame, 79, 114, 1.44
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\ChartFrame.java, ChartFrame, 58, 83, 1.43
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\ChartMouseEvent.java, ChartMouseEvent, 68, 96, 1.41
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\ChartMouseListener.java, ChartMouseListener, 52, 59, 1.13
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\ChartPanel.java, ChartPanel, 1190, 2750, 2.31
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\CrosshairOverlay.java, CrosshairOverlay, 173, 567, 3.28
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\DefaultSelectionZoomStrategy.java, DefaultSelectionZoomStrategy, 83, 239, 2.88
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\MouseWheelHandler.java, MouseWheelHandler, 75, 139, 1.85
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\NumberCellRenderer.java, NumberCellRenderer, 48, 78, 1.63
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\Overlay.java, Overlay, 71, 78, 1.1
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\OverlayChangeEvent.java, OverlayChangeEvent, 44, 50, 1.14
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\OverlayChangeListener.java, OverlayChangeListener, 43, 48, 1.12
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\package-info.java, package-info, 3, 4, 1.33
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\PolarChartPanel.java, PolarChartPanel, 99, 215, 2.17
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\SelectionZoomStrategy.java, SelectionZoomStrategy, 136, 160, 1.18
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\UIUtils.java, UIUtils, 96, 181, 1.89
][C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\ChartEditor.java, ChartEditor, 46, 52, 1.13
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\ChartEditorFactory.java, ChartEditorFactory, 45, 50, 1.11
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\ChartEditorManager.java, ChartEditorManager, 63, 81, 1.29
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultAxisEditor.java, DefaultAxisEditor, 167, 443, 2.65
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultChartEditor.java, DefaultChartEditor, 90, 233, 2.59
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultChartEditorFactory.java, DefaultChartEditorFactory, 48, 58, 1.21
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultLogAxisEditor.java, DefaultLogAxisEditor, 66, 148, 2.24
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultNumberAxisEditor.java, DefaultNumberAxisEditor, 54, 151, 2.8
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultPlotEditor.java, DefaultPlotEditor, 168, 561, 3.34
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultPolarPlotEditor.java, DefaultPolarPlotEditor, 77, 187, 2.43
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultTitleEditor.java, DefaultTitleEditor, 98, 253, 2.58
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultValueAxisEditor.java, DefaultValueAxisEditor, 141, 367, 2.6
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\FontChooserPanel.java, FontChooserPanel, 69, 182, 2.64
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\FontDisplayField.java, FontDisplayField, 57, 86, 1.51
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\LCBLayout.java, LCBLayout, 89, 236, 2.65
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\package-info.java, package-info, 3, 4, 1.33
, C:\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\PaintSample.java, PaintSample, 57, 100, 1.75
